Sample_ID	Library	Barcode	input_reads	raw_reads	raw_total_bases	raw_p10_len	raw_median_len	raw_p90_len	raw_n50_len	raw_n_above_3kb	raw_pct_above_3kb	raw_mean_phred_all_bases	raw_mean_phred_per_read	canu_n_contigs_rep1	canu_n_contigs_rep2	canu_n_contigs_rep3	canu_n_contigs_rep4	canu_n_contigs_total	n_combined_contigs	n_unique_contigs	contig_min_len	contig_median_len	contig_max_len	contig_n50	contig_n_in_step4_range	contig_n_below_step4_min	contig_n_above_step4_max	contig_pct_in_step4_range	chim_n_keep	chim_n_drop	chim_median_uniformity	chim_pct_dropped	EO_normalised	BL_inferred	n_haps_OK	n_haps_REMOVED	n_haps_chimeric	n_haps_total	SI_status	Lab_action	Exclusion_stage	pass_si_threshold	failure_mode	recommended_action
Library010_barcode78	Library010	barcode78	553	16694	9977351	96	422	1266	885	152	0.9105067688990056	30.96	29.55	2.0	4.0	2.0	2.0	10.0	10.0	9.0	1463.0	3895.0	3897.0	3895.0	8.0	1.0	0.0	88.9	8.0	1.0	0.353	11.1	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode79	Library010	barcode79	603	24360	13147953	94	371	1178	839	184	0.7553366174055829	30.83	29.29	2.0	2.0	2.0	2.0	8.0	8.0	8.0	3591.0	3748.0	3898.0	3894.0	8.0	0.0	0.0	100.0	6.0	2.0	0.406	25.0	EO70	BL2	2.0	0.0	2.0	2.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	partial_recovery	Re-sequence on existing DNA + library at moderately higher coverage; a 2× read budget should push this sample over the 4-haplotype SI threshold.
Library010_barcode80	Library010	barcode80	624	16028	7981288	75	341	1108	804	89	0.5552782630396806	30.73	29.26	1.0	3.0	2.0	3.0	9.0	9.0	8.0	2215.0	3356.0	3889.0	3360.0	6.0	2.0	0.0	75.0	6.0	2.0	0.589	25.0	EO70	BL2	8.0	0.0	8.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode81	Library010	barcode81	660	16231	7764842	87	342	1035	720	48	0.295730392458875	30.49	29.02	2.0	1.0	1.0	1.0	5.0	5.0	5.0	2942.0	3361.0	3361.0	3361.0	4.0	1.0	0.0	80.0	4.0	1.0	0.436	20.0	EO27	BL4	13.0	0.0	3.0	13.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode82	Library010	barcode82	582	18043	9514503	89	357	1175	828	163	0.9033974394502023	30.9	29.15	1.0	4.0	2.0	2.0	9.0	9.0	9.0	2387.0	3358.0	3369.0	3358.0	5.0	4.0	0.0	55.6	7.0	2.0	0.306	22.2	EO27	BL4	12.0	2.0	6.0	14.0	pSI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode83	Library010	barcode83	587	18368	9101270	86	343	1052	745	119	0.6478658536585366	31.04	29.57	2.0	2.0	3.0	1.0	8.0	8.0	8.0	2356.0	3354.0	3364.0	3359.0	7.0	1.0	0.0	87.5	7.0	1.0	0.445	12.5	EO27	BL4	19.0	0.0	9.0	19.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode84	Library010	barcode84	612	26450	12932335	87	330	1064	748	166	0.6275992438563327	30.77	29.32	2.0	3.0	3.0	3.0	11.0	11.0	10.0	1288.0	3332.0	3549.0	3332.0	7.0	3.0	0.0	70.0	10.0	0.0	0.388	0.0	EO27	BL4	16.0	0.0	4.0	16.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode85	Library010	barcode85	690	14237	4952236	54	241	755	548	13	0.09131137177776216	30.13	28.11	3.0	4.0	3.0	4.0	14.0	14.0	12.0	2277.0	2818.0	3698.0	2819.0	3.0	9.0	0.0	25.0	6.0	6.0	0.174	50.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode86	Library010	barcode86	572	14914	7931412	84	354	1148	840	182	1.2203298913772296	31.21	29.55	3.0	3.0	2.0	3.0	11.0	11.0	10.0	1462.0	2501.0	3923.0	3365.0	5.0	5.0	0.0	50.0	8.0	2.0	0.405	20.0	EO27	BL4	7.0	0.0	9.0	7.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode87	Library010	barcode87	581	24108	11213666	85	302	983	717	150	0.6222000995520159	30.85	29.25	2.0	2.0	3.0	2.0	9.0	9.0	9.0	3059.0	3360.0	3466.0	3360.0	6.0	3.0	0.0	66.7	8.0	1.0	0.424	11.1	EO27	BL4	4.0	0.0	16.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode88	Library010	barcode88	583	15646	7866899	94	345	1070	754	131	0.8372747027994376	30.99	29.49	2.0	2.0	1.0	2.0	7.0	7.0	6.0	1477.0	3287.0	3349.0	3324.0	4.0	2.0	0.0	66.7	6.0	0.0	0.527	0.0	EO27	BL4	7.0	0.0	5.0	7.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode90	Library010	barcode90	612	27074	13023989	83	321	1062	774	149	0.5503435029918002	30.8	29.34	1.0	1.0	1.0	1.0	4.0	4.0	3.0	3531.0	3532.0	3536.0	3532.0	3.0	0.0	0.0	100.0	3.0	0.0	0.378	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode91	Library010	barcode91	629	22617	10455912	85	316	1013	714	87	0.3846664013794933	30.47	29.24	2.0	1.0	2.0	1.0	6.0	6.0	6.0	1603.0	3550.0	3556.0	3550.0	4.0	2.0	0.0	66.7	5.0	1.0	0.369	16.7	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode92	Library010	barcode92	652	21976	9581925	79	305	946	680	59	0.2684746996723698	30.39	29.01	2.0	2.0	2.0	2.0	8.0	8.0	7.0	2331.0	3777.0	3906.0	3777.0	4.0	3.0	0.0	57.1	3.0	4.0	0.192	57.1	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode93	Library010	barcode93	626	23628	11361328	85	330	1056	764	83	0.35127814457423395	30.28	28.98	2.0	2.0	2.0	2.0	8.0	8.0	8.0	2146.0	3600.0	3895.0	3889.0	5.0	3.0	0.0	62.5	5.0	3.0	0.22	37.5	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode94	Library010	barcode94	577	27733	14301843	87	341	1172	834	192	0.6923160134136228	30.78	29.48	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3359.0	3360.0	3361.0	3361.0	2.0	0.0	0.0	100.0	2.0	0.0	0.506	0.0	EO27	BL4	8.0	0.0	0.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode95	Library010	barcode95	609	20368	11361172	90	378	1224	894	200	0.9819324430479183	31.1	29.69	1.0	1.0	2.0	1.0	5.0	5.0	4.0	3532.0	3533.0	3535.0	3534.0	4.0	0.0	0.0	100.0	1.0	3.0	0.178	75.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode96	Library010	barcode96	613	17344	8849690	95	355	1083	777	117	0.6745848708487084	30.63	29.15	3.0	4.0	4.0	3.0	14.0	14.0	13.0	1167.0	3246.0	3809.0	3500.0	6.0	7.0	0.0	46.2	6.0	7.0	0.163	53.8	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode01	Library011	barcode01	460	7179	2950636	55	132	1038	1301	118	1.6436829642011423	30.84	26.6	2.0	3.0	5.0	6.0	16.0	16.0	16.0	2687.0	3919.0	3921.0	3919.0	14.0	2.0	0.0	87.5	11.0	5.0	0.537	31.2	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode02	Library011	barcode02	483	4587	2322418	56	197	1470	1362	88	1.9184652278177456	31.29	27.53	4.0	3.0	3.0	3.0	13.0	13.0	13.0	2510.0	3879.0	3920.0	3879.0	12.0	1.0	0.0	92.3	6.0	7.0	0.279	53.8	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode03	Library011	barcode03	497	6483	2507382	55	160	908	884	65	1.0026222427888323	30.57	26.78	1.0	1.0	1.0	3.0	6.0	6.0	4.0	1245.0	3733.0	3920.0	3919.0	3.0	1.0	0.0	75.0	4.0	0.0	0.521	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode04	Library011	barcode04	400	3021	1536925	57	222	1413	1216	65	2.1516054286660045	31.55	28.06	2.0	2.0	2.0	2.0	8.0	8.0	2.0	3181.0	3365.0	3550.0	3550.0	1.0	1.0	0.0	50.0	2.0	0.0	0.617	0.0	EO18	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode05	Library011	barcode05	479	5014	2337234	56	186	1296	1274	92	1.834862385321101	31.47	27.63	1.0	3.0	1.0	1.0	6.0	6.0	6.0	2728.0	3341.0	3347.0	3346.0	5.0	1.0	0.0	83.3	6.0	0.0	0.615	0.0	EO18	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode06	Library011	barcode06	279	2311	1060472	56	164	1216	1193	37	1.6010385114668975	31.48	27.52	3.0	3.0	3.0	3.0	12.0	12.0	3.0	3550.0	3796.0	3902.0	3796.0	3.0	0.0	0.0	100.0	2.0	1.0	0.645	33.3	EO18	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode07	Library011	barcode07	490	9072	3672694	56	159	981	991	153	1.6865079365079365	30.65	26.57	1.0	1.0	1.0	2.0	5.0	5.0	4.0	3323.0	3359.0	3363.0	3360.0	4.0	0.0	0.0	100.0	4.0	0.0	0.838	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode08	Library011	barcode08	270	2535	1076241	57	178	1101	970	30	1.183431952662722	31.35	27.82	2.0	2.0	2.0	2.0	8.0	8.0	2.0	2395.0	3149.0	3904.0	3904.0	1.0	1.0	0.0	50.0	1.0	1.0	0.282	50.0	EO18	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode09	Library011	barcode09	528	5789	2425805	56	179	1027	923	56	0.9673518742442563	30.81	27.35	3.0	2.0	2.0	3.0	10.0	10.0	9.0	2146.0	3593.0	3899.0	3896.0	7.0	2.0	0.0	77.8	7.0	2.0	0.241	22.2	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode10	Library011	barcode10	426	4391	1811523	55	170	975	957	41	0.9337280801639718	30.64	27.34	4.0	4.0	4.0	4.0	16.0	16.0	4.0	2123.0	3011.0	3896.0	3894.0	2.0	2.0	0.0	50.0	3.0	1.0	0.42	25.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode11	Library011	barcode11	481	6562	3004457	56	180	1158	1109	106	1.6153611703748856	31.21	27.29	1.0	1.0	2.0	3.0	7.0	7.0	5.0	3647.0	3879.0	3880.0	3879.0	5.0	0.0	0.0	100.0	5.0	0.0	0.464	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode12	Library011	barcode12	276	2550	1155068	56	178	1040	1015	52	2.03921568627451	31.28	27.7	2.0	2.0	2.0	2.0	8.0	8.0	2.0	3907.0	3908.0	3910.0	3910.0	2.0	0.0	0.0	100.0	2.0	0.0	0.843	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode13	Library011	barcode13	475	5607	2631579	56	137	1505	1572	135	2.4077046548956664	31.44	27.05	2.0	2.0	2.0	2.0	8.0	8.0	8.0	3350.0	3357.0	3360.0	3360.0	8.0	0.0	0.0	100.0	8.0	0.0	0.643	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode14	Library011	barcode14	476	5173	2367104	57	183	1167	1171	125	2.416392808815001	31.38	27.44	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3518.0	3518.0	3519.0	3519.0	2.0	0.0	0.0	100.0	2.0	0.0	0.82	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode15	Library011	barcode15	476	5284	2235223	56	143	1107	1165	117	2.2142316426949282	31.11	26.92	1.0	1.0	0.0	1.0	3.0	3.0	1.0	3520.0	3520.0	3520.0	3520.0	1.0	0.0	0.0	100.0	1.0	0.0	0.882	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode16	Library011	barcode16	478	5317	2467293	56	161	1423	1467	93	1.7491066390821892	31.29	27.22	1.0	2.0	2.0	2.0	7.0	7.0	5.0	3364.0	3907.0	3918.0	3907.0	5.0	0.0	0.0	100.0	4.0	1.0	0.534	20.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode17	Library011	barcode17	226	3327	1094729	56	152	731	649	22	0.6612563871355576	29.9	26.29	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3531.0	3531.0	3531.0	3531.0	1.0	0.0	0.0	100.0	1.0	0.0	0.802	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode18	Library011	barcode18	155	1889	753585	60	205	859	734	24	1.270513499205929	30.91	28.08	2.0	2.0	2.0	2.0	8.0	8.0	2.0	3486.0	3518.0	3550.0	3550.0	2.0	0.0	0.0	100.0	2.0	0.0	0.569	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode19	Library011	barcode19	139	4039	1165399	56	175	587	459	13	0.3218618469918296	29.66	26.89	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3550.0	3550.0	3550.0	3550.0	1.0	0.0	0.0	100.0	1.0	0.0	0.729	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode20	Library011	barcode20	314	3227	1405441	58	223	985	841	31	0.9606445615122404	30.95	27.77	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3894.0	3894.0	3894.0	3894.0	1.0	0.0	0.0	100.0	1.0	0.0	0.842	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode22	Library011	barcode22	497	5108	2163495	57	196	987	908	81	1.5857478465152703	30.8	26.84	2.0	2.0	2.0	2.0	8.0	8.0	2.0	3593.0	3743.0	3894.0	3894.0	2.0	0.0	0.0	100.0	2.0	0.0	0.781	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode23	Library011	barcode23	484	4317	1969694	57	194	1119	1015	67	1.5520037062775076	31.24	27.58	4.0	4.0	4.0	4.0	16.0	16.0	4.0	1568.0	2833.0	3894.0	3553.0	2.0	2.0	0.0	50.0	3.0	1.0	0.358	25.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode24	Library011	barcode24	363	4801	1727164	56	168	843	746	46	0.9581337221412205	30.01	26.16	2.0	2.0	2.0	2.0	8.0	8.0	2.0	3591.0	3743.0	3896.0	3896.0	2.0	0.0	0.0	100.0	2.0	0.0	0.747	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode25	Library011	barcode25	480	8574	3190202	56	144	848	851	130	1.5162118031257288	30.45	26.1	3.0	2.0	3.0	3.0	11.0	11.0	11.0	1510.0	3592.0	3897.0	3594.0	7.0	4.0	0.0	63.6	7.0	4.0	0.351	36.4	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode26	Library011	barcode26	483	6417	2815331	56	173	1106	1096	114	1.7765310892940627	30.97	26.89	1.0	2.0	2.0	2.0	7.0	7.0	6.0	2128.0	3593.0	3899.0	3596.0	4.0	2.0	0.0	66.7	5.0	1.0	0.36	16.7	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode27	Library011	barcode27	468	3080	1908085	67	281	1835	1566	118	3.831168831168831	31.67	28.1	3.0	2.0	2.0	3.0	10.0	10.0	7.0	1241.0	3593.0	3896.0	3894.0	5.0	2.0	0.0	71.4	5.0	2.0	0.576	28.6	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode28	Library011	barcode28	405	4923	1953092	57	199	888	787	43	0.8734511476741823	30.76	27.72	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3897.0	3897.0	3897.0	3897.0	1.0	0.0	0.0	100.0	1.0	0.0	0.811	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode29	Library011	barcode29	328	3619	1420807	56	175	919	863	45	1.2434374136501796	30.86	27.26	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3533.0	3533.0	3533.0	3533.0	1.0	0.0	0.0	100.0	1.0	0.0	0.813	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode30	Library011	barcode30	260	3442	1318571	68	214	835	645	24	0.6972690296339338	30.56	27.8	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3551.0	3551.0	3551.0	3551.0	1.0	0.0	0.0	100.0	1.0	0.0	0.796	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode32	Library011	barcode32	193	3171	1090846	57	180	770	634	15	0.47303689687795647	29.98	26.93	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3889.0	3889.0	3889.0	3889.0	1.0	0.0	0.0	100.0	1.0	0.0	0.738	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode33	Library011	barcode33	360	2831	1297221	56	178	1258	1188	47	1.660190745319675	31.46	27.37	2.0	2.0	2.0	2.0	8.0	8.0	2.0	3351.0	3353.0	3355.0	3355.0	2.0	0.0	0.0	100.0	2.0	0.0	0.838	0.0	EO08	BL1	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode34	Library011	barcode34	416	5838	2101680	56	162	815	734	52	0.8907159986296678	30.36	27.08	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3937.0	3937.0	3937.0	3937.0	1.0	0.0	0.0	100.0	1.0	0.0	0.903	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode35	Library011	barcode35	301	3665	1420490	57	181	873	747	47	1.2824010914051842	30.77	27.41	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3358.0	3358.0	3358.0	3358.0	1.0	0.0	0.0	100.0	1.0	0.0	0.875	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode36	Library011	barcode36	492	4522	2244514	57	204	1450	1353	87	1.9239274657231316	31.26	26.97	2.0	2.0	2.0	2.0	8.0	8.0	8.0	3267.0	3362.0	3366.0	3362.0	8.0	0.0	0.0	100.0	8.0	0.0	0.524	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode37	Library011	barcode37	481	3751	1751420	56	182	1327	1280	82	2.1860837110103972	31.12	26.95	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3330.0	3330.0	3330.0	3330.0	1.0	0.0	0.0	100.0	1.0	0.0	0.86	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode38	Library011	barcode38	469	3981	1915537	56	201	1329	1258	85	2.1351419241396634	31.17	27.03	3.0	3.0	3.0	1.0	10.0	10.0	4.0	1556.0	3361.0	3895.0	3362.0	3.0	1.0	0.0	75.0	4.0	0.0	0.818	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode39	Library011	barcode39	479	4791	2134844	56	178	1133	1110	104	2.170736798163223	31.19	27.56	2.0	2.0	2.0	3.0	9.0	9.0	4.0	1699.0	3629.0	3897.0	3896.0	3.0	1.0	0.0	75.0	4.0	0.0	0.64	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library011_barcode40	Library011	barcode40	457	5887	2192950	56	162	847	777	55	0.9342619330728724	30.35	26.78	2.0	2.0	2.0	2.0	8.0	8.0	2.0	1891.0	2894.0	3897.0	3897.0	1.0	1.0	0.0	50.0	2.0	0.0	0.665	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library011_barcode41	Library011	barcode41	512	5815	2427768	56	169	1117	1103	77	1.3241616509028376	31.2	27.19	3.0	2.0	1.0	3.0	9.0	9.0	7.0	2684.0	3354.0	3363.0	3354.0	6.0	1.0	0.0	85.7	7.0	0.0	0.721	0.0	EO08	BL1	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Stage 3 — no assembly	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
