Individual	Protein
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_209
Library007_barcode73	SRK_protein_146
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_209
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_209
Library007_barcode74	SRK_protein_210
Library007_barcode74	SRK_protein_211
Library007_barcode74	SRK_protein_212
Library007_barcode74	SRK_protein_210
Library007_barcode74	SRK_protein_211
Library007_barcode74	SRK_protein_212
Library007_barcode74	SRK_protein_210
Library007_barcode74	SRK_protein_211
Library007_barcode74	SRK_protein_212
Library007_barcode74	SRK_protein_210
Library007_barcode74	SRK_protein_211
Library007_barcode74	SRK_protein_033
Library007_barcode74	SRK_protein_213
Library007_barcode74	SRK_protein_213
Library007_barcode74	SRK_protein_213
Library007_barcode74	SRK_protein_213
Library007_barcode76	SRK_protein_214
Library007_barcode76	SRK_protein_215
Library007_barcode76	SRK_protein_216
Library007_barcode76	SRK_protein_212
Library007_barcode76	SRK_protein_214
Library007_barcode76	SRK_protein_215
Library007_barcode76	SRK_protein_216
Library007_barcode76	SRK_protein_212
Library007_barcode76	SRK_protein_214
Library007_barcode76	SRK_protein_215
Library007_barcode76	SRK_protein_216
Library007_barcode76	SRK_protein_212
Library007_barcode76	SRK_protein_214
Library007_barcode76	SRK_protein_215
Library007_barcode76	SRK_protein_216
Library007_barcode76	SRK_protein_212
Library007_barcode76	SRK_protein_205
Library007_barcode76	SRK_protein_205
Library007_barcode76	SRK_protein_205
Library007_barcode76	SRK_protein_205
Library007_barcode77	SRK_protein_217
Library007_barcode77	SRK_protein_217
Library007_barcode77	SRK_protein_217
Library007_barcode77	SRK_protein_217
Library007_barcode78	SRK_protein_218
Library007_barcode78	SRK_protein_218
Library007_barcode78	SRK_protein_218
Library007_barcode78	SRK_protein_219
Library007_barcode78	SRK_protein_218
Library007_barcode78	SRK_protein_219
Library007_barcode78	SRK_protein_219
Library007_barcode78	SRK_protein_219
Library007_barcode78	SRK_protein_219
Library007_barcode78	SRK_protein_219
Library007_barcode80	SRK_protein_213
Library007_barcode80	SRK_protein_213
Library007_barcode80	SRK_protein_213
Library007_barcode80	SRK_protein_213
Library007_barcode80	SRK_protein_213
Library007_barcode80	SRK_protein_213
Library007_barcode80	SRK_protein_213
Library007_barcode80	SRK_protein_213
Library007_barcode81	SRK_protein_220
Library007_barcode81	SRK_protein_220
Library007_barcode81	SRK_protein_220
Library007_barcode81	SRK_protein_220
Library007_barcode81	SRK_protein_221
Library007_barcode81	SRK_protein_002
Library007_barcode81	SRK_protein_221
Library007_barcode81	SRK_protein_002
Library007_barcode81	SRK_protein_221
Library007_barcode81	SRK_protein_002
Library007_barcode81	SRK_protein_221
Library007_barcode81	SRK_protein_002
Library007_barcode82	SRK_protein_222
Library007_barcode82	SRK_protein_223
Library007_barcode82	SRK_protein_222
Library007_barcode82	SRK_protein_223
Library007_barcode82	SRK_protein_222
Library007_barcode82	SRK_protein_173
Library007_barcode82	SRK_protein_223
Library007_barcode82	SRK_protein_222
Library007_barcode82	SRK_protein_173
Library007_barcode82	SRK_protein_223
Library007_barcode82	SRK_protein_224
Library007_barcode82	SRK_protein_224
Library007_barcode82	SRK_protein_224
Library007_barcode82	SRK_protein_224
Library007_barcode83	SRK_protein_225
Library007_barcode83	SRK_protein_226
Library007_barcode83	SRK_protein_225
Library007_barcode83	SRK_protein_226
Library007_barcode83	SRK_protein_225
Library007_barcode83	SRK_protein_226
Library007_barcode83	SRK_protein_225
Library007_barcode83	SRK_protein_226
Library007_barcode83	SRK_protein_224
Library007_barcode84	SRK_protein_003
Library007_barcode84	SRK_protein_003
Library007_barcode84	SRK_protein_003
Library007_barcode84	SRK_protein_003
Library007_barcode84	SRK_protein_224
Library007_barcode84	SRK_protein_003
Library007_barcode84	SRK_protein_003
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_227
Library007_barcode85	SRK_protein_173
Library007_barcode85	SRK_protein_173
Library007_barcode86	SRK_protein_132
Library007_barcode86	SRK_protein_045
Library007_barcode86	SRK_protein_132
Library007_barcode86	SRK_protein_002
Library007_barcode86	SRK_protein_045
Library007_barcode86	SRK_protein_132
Library007_barcode86	SRK_protein_132
Library007_barcode86	SRK_protein_045
Library007_barcode86	SRK_protein_132
Library007_barcode86	SRK_protein_132
Library007_barcode86	SRK_protein_171
Library007_barcode86	SRK_protein_171
Library007_barcode86	SRK_protein_171
Library007_barcode87	SRK_protein_172
Library007_barcode87	SRK_protein_171
Library007_barcode87	SRK_protein_132
Library007_barcode87	SRK_protein_172
Library007_barcode87	SRK_protein_171
Library007_barcode87	SRK_protein_132
Library007_barcode87	SRK_protein_172
Library007_barcode87	SRK_protein_171
Library007_barcode87	SRK_protein_132
Library007_barcode87	SRK_protein_172
Library007_barcode87	SRK_protein_171
Library007_barcode87	SRK_protein_172
Library007_barcode87	SRK_protein_132
Library007_barcode87	SRK_protein_132
Library007_barcode88	SRK_protein_228
Library007_barcode88	SRK_protein_228
Library007_barcode88	SRK_protein_228
Library007_barcode88	SRK_protein_228
SRK_BEA	SRK_protein_001
SRK_BEA	SRK_protein_002
SRK_BEA	SRK_protein_001
SRK_BEA	SRK_protein_002
