Sample_ID	Library	Barcode	DNA_Extraction	EO	Ingroup	n_raw_haps	n_after_step4	n_after_step4b	n_after_step7b	Step9_classification	Proteins_in_final_data	SI_functional_status	Dominant_failure_mode	BL_status	Final_status	Exclusion_stage	Exclusion_reason
Library011_barcode13	11	13	480	76	1	0	0			normal	15	Functional	mixed	Assigned	Included		
Library011_barcode14	11	14	477	76	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode15	11	15	473	76	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode16	11	16	469	76	1	0	0			normal	4	Functional	premature_stop	Assigned	Included		
Library011_barcode17	11	17	516	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode18	11	18	515	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode19	11	19	510	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode20	11	20	501	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode21	11	21	498	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode22	11	22	496	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode23	11	23	495	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode24	11	24	494	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode25	11	25	525	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode26	11	26	524	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode27	11	27	523	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode28	11	28	522	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode29	11	29	521	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode30	11	30	520	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode31	11	31	519	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode32	11	32	518	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode33	11	33	533	8	1	0	0			normal	2	Functional	premature_stop	Assigned	Included		
Library011_barcode34	11	34	532	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode35	11	35	531	27	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode36	11	36	530	27	1	0	0			normal	10	Functional	premature_stop	Assigned	Included		
Library011_barcode37	11	37	529	27	1	0	0			normal	3	Functional	premature_stop	Assigned	Included		
Library011_barcode38	11	38	528	70	1	0	0			normal	4	Functional	premature_stop	Assigned	Included		
Library011_barcode39	11	39	527	70	1	0	0			normal	5	Functional	premature_stop	Assigned	Included		
Library011_barcode40	11	40	526	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode41	11	41	541	8	1	0	0			dropped_abundance_filter	0	Partial_translation_failure	mixed		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode42	11	42	540	8	1	0	0			dropped_abundance_filter	0	Functional			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode43	11	43	539	8	1	0	0			normal	2	Functional	premature_stop	Assigned	Included		
Library011_barcode44	11	44	538	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode45	11	45	537	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode46	11	46	536	8	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode47	11	47	535	8	1	0	0			normal	2	Functional	premature_stop	Assigned	Included		
Library011_barcode48	11	48	534	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode49	11	49	549	27	1	0	0			normal	1	Functional	premature_stop	Assigned	Included		
Library011_barcode50	11	50	548	27	1	0	0			normal	4	Functional		Assigned	Included		
Library011_barcode51	11	51	547	27	1	0	0			normal	7	Functional	premature_stop	Assigned	Included		
Library011_barcode52	11	52	546	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode53	11	53	545	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode54	11	54	544	8	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode55	11	55	543	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode56	11	56	542	8	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode57	11	57	557	76	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode58	11	58	556	76	1	0	0			normal	3	Functional		Assigned	Included		
Library011_barcode59	11	59	555	70	1	0	0			normal	7	Functional	premature_stop	Assigned	Included		
Library011_barcode60	11	60	554	70	1	0	0			normal	7	Functional	premature_stop	Assigned	Included		
Library011_barcode61	11	61	553	70	1	0	0			normal	3	Functional	premature_stop	Assigned	Included		
Library011_barcode62	11	62	552	70	1	0	0			normal	3	Functional	premature_stop	Assigned	Included		
Library011_barcode63	11	63	551	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode64	11	64	550	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode65	11	65	565	8	1	0	0			dropped_abundance_filter	0	Functional			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode66	11	66	564	8	1	0	0			normal	3	Functional	premature_stop	Assigned	Included		
Library011_barcode67	11	67	563	8	1	0	0			dropped_abundance_filter	0	Partial_translation_failure	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode68	11	68	562	8	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode69	11	69	561	8	1	0	0			dropped_abundance_filter	0	Partial_translation_failure	mixed		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode70	11	70	560	76	1	0	0			normal	3	Functional	premature_stop	Assigned	Included		
Library011_barcode71	11	71	559	76	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode72	11	72	558	76	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode73	11	73	573	18	1	0	0			normal	8	Functional	premature_stop	Assigned	Included		
Library011_barcode74	11	74	572	18	1	0	0			normal	11	Functional		Assigned	Included		
Library011_barcode75	11	75	571	8	1	0	0			low_functional_rate	4	Partial_translation_failure	premature_stop	Assigned	Included		
Library011_barcode76	11	76	570	8	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode77	11	77	569	8	1	0	0			low_functional_rate	4	Partial_translation_failure	premature_stop	Assigned	Included		
Library011_barcode78	11	78	568	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode79	11	79	567	8	1	0	0			dropped_abundance_filter	0	Partial_translation_failure	ambiguous_aa		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode80	11	80	566	8	1	0	0			dropped_abundance_filter	0	Functional	premature_stop		Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode81	11	81	581	70	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode82	11	82	580	70	1	0	0			normal	8	Functional		Assigned	Included		
Library011_barcode83	11	83	579	70	1	0	0			low_functional_rate	8	Partial_translation_failure	mixed	Assigned	Included		
Library011_barcode84	11	84	578	70	1	0	0			normal	3	Functional	premature_stop	Assigned	Included		
Library011_barcode85	11	85	577	70	1	0	0			normal	8	Functional	premature_stop	Assigned	Included		
Library011_barcode86	11	86	576	27	1	0	0					NA			Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing
Library011_barcode87	11	87	575	18	1	0	0			normal	8	Functional	premature_stop	Assigned	Included		
Library011_barcode88	11	88	574	18	1	0	0			normal	2	Functional	premature_stop	Assigned	Included		
Library011_barcode89	11	89	589	70	1	0	0			normal	3	Functional	premature_stop	Assigned	Included		
Library011_barcode90	11	90	588	70	1	0	0			low_functional_rate	7	Partial_translation_failure	premature_stop	Assigned	Included		
Library011_barcode91	11	91	587	70	1	0	0			normal	8	Functional	premature_stop	Assigned	Included		
Library011_barcode92	11	92	586	70	1	0	0			normal	14	Functional	premature_stop	Assigned	Included		
Library011_barcode93	11	93	585	70	1	0	0			normal	17	Functional	premature_stop	Assigned	Included		
Library011_barcode94	11	94	584	70	1	0	0			normal	4	Functional	premature_stop	Assigned	Included		
Library011_barcode95	11	95	583	70	1	0	0			low_functional_rate	2	Partial_translation_failure	premature_stop	Assigned	Included		
Library011_barcode96	11	96	582	70	1	0	0			low_functional_rate	3	Partial_translation_failure	premature_stop	Assigned	Included		
